Singapore,6884.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3139,3906,3517,4430,4602,7602,7497,6305,7224,6720,7960,8280,6270,7147,7159,8254,7657,8542,7983,7441,7692,7530,8188,8775,7040,8191,7260,8664,9218,9457,8554,7995,8774,8456,8960,9174,7374,9004,7667,9166,9583,9468,8921,7831,8807,8240,8773,9672,7481,4037,7351,7940,7301,6383,5175,4191,4327,3331,2276,3270,2624,2623,2250,0,0,0,0,0,0,0,0,6657.08064516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,3853,3445,3932,4362,7158,8058,5925,6007,6064,7009,7774,5910,7165,7066,7450,8369,8198,8378,7391,7382,6823,7700,8367,6643,8054,7438,7938,9034,8630,9208,7766,7664,7891,8214,8975,6966,8816,8005,8540,9093,8795,9416,7782,7481,7753,8110,8658,7034,0,7371,7454,7237,5606,4633,3924,2882,3022,2290,2121,1958,2157,1702,0,0,0,0,0,0,0,0
Grenada and South Grenadines,1604.69798658,0,0,149,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,914,0,2645,27,0,0,61,230,0,0,0,0,115,0,0,0,80,1063,1389,0,0,0,106,301,0,0,0,167,189,129,0,0,0,0,97,82,0,0,0,33,0,0,0,0,0,0,0,103,102,0,0,0,0,323,0,0,0,0,42,329,0,0,0,0,0,0,0,0,0,117,261,761,0,0,0,253,0,0,0,1690,2433,2386,3738,4909,2763,2551,2285,4063,3771,2711,3060,2967,2491,2595,4162,4882,3262,3418,3450,3954,3241,2853,2923,3207,966,1105,1500,1758,1135,1001,969,1203,899,1124,1063,1110,1180,1014,2463,3176,1331,901,896,1537,1060,840,950,870,691,1239,2719,3476,1537,1196,1080,2168,1381,1589,1222,1601,1449,1678,2657,3168,1519,1157,654,515,683,1642,1461,1929,1178,1518,1671,2766,1206,1312,1134,2301,1703,1111,314,0,1101,1278,1726,1951,1465,1447,930,1745,1352,1485,1071,1525,884,1260,2411,3728,1350,1151,1170,2327,1655,0,0,124,0,0,0,310,0,0,0,2659,696,0,2,0,0,0,1253,2975,1537,1454,2673,4255,4242,2310,1945,2691,2288,0,0,0,0,0,0,0,1520.12578616,0,0,216,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,3142,0,195,145,0,0,0,102,0,0,0,224,0,0,89,0,0,0,1694,0,0,0,106,343,112,0,0,101,168,0,0,0,0,0,213,94,0,113,271,167,0,0,0,0,0,0,0,188,180,28,100,135,380,363,287,101,0,0,0,319,0,277,467,141,0,0,0,117,0,0,238,703,0,0,125,0,217,150,0,1683,3156,2956,3521,4405,2476,2262,2249,3425,4383,2972,3217,3424,3373,2874,4369,5124,2765,2952,3404,3277,3885,3333,3675,3260,1278,1177,1277,1434,1035,902,990,931,1017,1013,995,1226,1024,1243,2864,3575,1071,567,646,918,1595,787,889,994,1056,897,3201,3664,1320,1043,1068,1574,1863,1495,458,1523,1850,1682,2751,3361,1365,927,524,315,824,1618,1647,2090,1700,1352,1864,3594,1319,1194,1034,1440,1499,806,311,0,1480,1184,1890,2271,1154,945,1099,1218,1538,1091,1246,1421,1581,1385,2334,3786,1155,932,1201,1762,1794,0,0,87,0,0,0,328,0,0,0,1908,881,0,2,0,0,0,867,3042,1274,1261,2646,3839,4102,2195,2450,2798,3394,0,0,0,0,0,0,0
China,30576.5450644,972,1414,2200,2424,2204,2565,2272,2872,2898,2735,2090,1918,1575,1349,2476,2275,2370,3090,2207,3406,3558,3790,2666,3652,2722,1759,3535,4378,5070,5514,6876,7504,7803,5023,5105,5645,3888,3098,5354,5309,6076,7342,6745,6358,6472,6286,4976,5944,3564,3189,4587,5094,5628,6950,5596,6439,6616,5103,4314,6000,3931,2695,3405,4396,6528,5800,5246,8937,6791,5381,5077,6765,2936,5012,6321,6045,13663,12571,9494,11200,10207,10529,9077,10454,7003,6757,9667,10621,13678,16948,14403,16668,15869,16238,14320,17269,12363,11206,16161,17808,19617,22750,16359,20527,18243,18737,16609,22194,14190,14338,18926,19821,19886,22334,22357,24996,23043,21479,18476,21407,16160,13608,19439,25657,29519,42275,39093,41494,42592,43639,31949,40088,26445,22120,36458,37538,46863,51381,44296,45831,35664,33186,24655,34940,26471,24617,34743,37949,41188,42707,35842,37049,35025,47246,31142,36378,30565,24268,30022,9978,5821,11500,22395,32197,33294,37877,31115,40283,34740,29111,36853,38577,44799,54155,49603,48749,48497,51734,43633,49849,44982,40843,56161,52093,62449,69099,68388,67246,66971,71173,57084,62743,52441,48261,65352,68849,86398,86947,83637,77959,75195,83123,69182,75500,63726,60345,76107,79099,101818,102351,92587,90575,87247,98026,77196,86263,75234,66608,91386,86521,104387,97000,81902,78131,78054,97375,71705,85352,68252,57152,74660,79357,92412,0,0,0,0,0,0,0,31394.4463519,1878,2443,2679,2699,2763,2768,2822,3657,3042,2665,3226,2439,2720,1923,2677,2427,3042,3090,2728,4986,3983,3719,3648,3172,3628,2488,3571,3722,4373,4459,6842,8017,7013,4864,5421,4259,4465,3588,4835,5097,5343,6106,6443,6938,5951,5582,5308,4052,5269,3779,4629,5483,6411,7251,8020,9860,7628,5670,6239,5611,5069,4226,3848,4730,6296,5843,7692,10646,9195,6568,7191,6372,4614,4597,6912,6608,10660,12760,12982,15767,11170,10382,11326,9900,9107,8558,9266,12099,13316,15962,18107,22234,16567,17025,17078,14128,16607,11940,15746,18055,21281,22246,24371,28848,20415,20141,20265,17720,21980,13951,19432,22790,20410,21399,27392,32633,22891,25143,21715,19486,21158,15864,19784,28447,29473,38414,47458,51142,41878,41897,37994,31448,38827,23004,31873,40567,39901,45353,52541,51277,36707,30541,29804,29928,39150,23405,33828,40978,36295,39853,40564,42965,34520,41955,35624,28981,39005,24228,30046,20304,9029,10729,19535,34314,33497,36306,35660,34599,40763,30402,35536,39099,38947,48109,53915,56216,48436,49591,47269,43934,51555,37740,51839,55142,54259,60492,71926,77186,64102,68395,63614,54701,65957,44921,61793,72579,72028,81307,88493,90005,77989,76577,75669,67167,78430,57396,68366,87567,85926,90080,104513,106957,92810,88208,84904,74993,95556,63761,84685,89933,90643,94572,96810,101261,84435,84153,81930,70384,87391,54653,70998,82152,78067,0,0,0,0,0,0,0
Dominican Republic,91045.5364807,38553,39683,39477,45485,39413,48730,72347,61549,42042,37357,36823,60436,36412,31000,37443,36412,40470,49038,68171,62558,38709,36858,39815,64892,40610,39090,37571,44534,41991,49619,67666,61435,46441,47696,50421,76440,47667,44779,43426,46054,49566,56058,77356,71779,51697,46855,51998,80636,53500,47487,50166,46895,46475,59955,85026,73039,49900,47804,54404,92572,51917,46559,46774,54583,50515,62999,93658,72366,51124,48289,54660,96640,65731,65618,61038,59792,49356,65293,90309,78059,47699,47002,54151,78617,59778,54639,68633,62078,58108,71381,94016,85059,59165,52522,59195,93750,71189,65622,70898,71034,59930,75755,99432,87449,49728,56410,61987,96406,73438,67940,85306,74531,74336,80500,119139,102953,58916,61090,76339,96475,72239,88230,91585,91322,77201,90934,123187,108724,62127,64367,79977,101669,87161,91563,96183,93732,81656,91816,125108,108233,47349,49950,61044,93114,73869,84106,102374,75998,68284,97218,120478,101244,55826,65942,84461,133977,99093,106142,108121,109244,88733,119255,168344,147357,72083,77172,90702,145692,112044,121649,127122,118813,96314,146141,210754,171347,78236,86304,103707,173296,130052,132567,160553,129288,124534,162812,223413,166960,84310,94951,114364,177299,142284,147192,168682,167500,141241,181526,220237,171920,90526,100794,123928,169519,143153,141910,170664,158555,146065,187176,221560,187585,101848,110365,128906,173569,151515,156285,183074,152762,149980,182427,209849,173266,86583,99022,117097,152358,136261,140419,159470,154715,160649,0,0,0,0,0,0,0,93209.055794,62157,45317,46710,49427,45118,51184,64694,71689,51445,39937,35340,37061,54582,35994,41231,42175,40607,48725,58433,71070,49965,39325,37096,40090,58022,45613,45392,48137,44949,50279,60426,69411,57370,49503,48802,45317,78897,51539,52352,51399,49646,59016,68496,81452,65265,48779,49992,48211,79329,54062,63650,62432,52170,61084,73731,86921,64584,54345,50429,50170,87009,53141,57980,60548,50617,57291,73578,92659,70081,50175,50395,53113,93694,74638,69752,67233,53842,57687,75652,94949,60635,47665,46846,46251,77305,58985,72392,72437,59924,60988,82010,102260,72973,55410,50721,54918,99147,73707,79493,78096,60501,69682,82733,103963,66717,61084,55086,50175,102727,70504,86901,86952,70430,74316,96599,123043,79683,59615,65427,53044,104522,89894,105414,90501,84556,81765,108993,125763,85217,65630,71444,64963,114712,95598,110161,105559,84785,85154,112658,128929,62139,49877,56182,55424,103264,85081,104841,94854,67790,83921,107055,124229,75322,67710,76524,83816,143064,103978,122983,114103,97918,102062,143216,180271,103293,79042,86096,90070,154454,126551,141461,133470,97772,127188,175196,207794,120265,85878,98274,101428,183460,123879,166828,150209,126454,143668,197045,198359,124646,97304,109078,118662,181265,139560,182672,174388,143475,163038,204740,201484,122663,103837,113813,118953,177314,135428,178207,177896,144847,166329,206097,214290,133845,111428,121252,125917,178289,152640,188046,169438,151048,160297,193127,206939,110216,101281,109606,113156,161497,136996,173654,162425,160728,0,0,0,0,0,0,0
Republic Of South Africa,8280.40340909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3669,4330,2381,2930,2835,3316,4208,5374,4043,3072,4234,3532,4780,4938,2739,3013,3277,3352,3960,5640,3276,3665,4623,3554,4484,5390,4672,5257,5515,5973,6043,7085,6465,5875,6551,5653,6701,6712,5447,5821,5631,6458,6473,8212,7074,7145,8590,6143,8754,9174,6460,7254,7620,8873,10048,12498,11182,9753,11482,9194,12077,9794,7807,10096,10476,10425,11683,12882,10708,10088,11905,10727,13772,12648,9134,11033,10380,11862,13062,14412,11013,12243,13266,11394,13518,10992,9662,11753,11734,14251,15950,16644,12182,11547,11560,10045,13920,12639,8987,11679,11057,15118,12113,15856,15102,9130,10025,7440,12138,9108,8311,10795,9319,11969,12418,14107,13304,10657,10834,10242,15480,12457,9223,10950,10056,12518,4358,6838,5937,4786,4165,10958,13849,13086,9146,10800,11542,12425,3783,4181,10778,3278,3893,3361,4070,3335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,6583,7712,6414,5073,7232,6139,7959,7528,7704,6782,7155,7541,7234,7662,7490,6735,7563,10768,7917,3254,0,2447,6403,6367,5772,6489,6509,4664,5499,0,3431,0,0,0,0,0,0,0,3459.68807339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,294,829,1086,1263,1687,1486,1148,845,1243,1400,1066,826,1715,1067,1323,1786,1601,1798,1862,1492,1420,2018,1650,2527,2051,1800,2568,2465,2557,2464,2518,2685,2592,2568,2568,2605,2318,2646,2415,2392,2845,3271,3268,3720,2860,3181,2645,4189,4543,3611,4720,4298,4464,4734,4967,5822,5227,5670,4359,4672,4911,4007,4640,4745,4708,4447,4520,4494,3986,5323,5143,6308,6308,5401,6706,5955,6204,6447,7051,4739,5396,6212,6388,7076,5770,2768,4346,4037,3843,4492,4441,3700,3206,3180,2897,3933,3630,2514,3499,4152,3541,3801,3949,4255,1488,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonga,555.871794872,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,98,0,0,0,523,0,0,0,440,0,0,0,360,401,492,676,381,387,417,0,0,0,0,285,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,331,412,381,487,785,883,800,607,0,476,397,499,737,376,304,340,316,385,629,332,661,724,299,611,268,522,344,547,573,944,151,653,704,696,0,0,0,0,0,0,0,0,210,482,999,810,781,989,634,779,849,795,759,1041,1001,845,1097,900,875,988,823,779,545,409,289,549,315,454,408,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,318,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,566.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,575,51,119,0,107,349,0,0,197,437,389,614,757,250,333,272,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,683,490,671,550,619,791,818,815,515,447,407,502,788,501,621,390,186,305,324,467,688,404,481,650,617,437,661,536,627,806,570,733,760,486,0,0,0,0,0,0,0,0,0,911,1033,796,798,794,613,866,1029,916,854,1258,866,912,394,769,783,855,766,699,854,428,488,700,635,556,536,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,188,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indonesia,2951.71,2253,0,1902,1695,2297,3089,3637,3201,2290,2112,1747,3224,2051,1248,1802,1989,1841,2673,2381,2501,2675,2056,1403,2931,2569,1438,1874,1818,2528,2929,3589,2517,2689,1805,1723,2813,2536,1389,1513,1793,2290,2735,3515,2306,2321,2051,1569,3125,2492,1313,2128,2210,3047,3243,4845,2904,2958,3001,2134,4226,3737,2606,3620,2674,3535,3914,5365,2985,3540,3824,3149,4774,4075,2958,4392,3080,3980,4506,5159,3682,4452,4308,3357,4968,4545,3741,3336,3068,3977,5347,5804,5381,4630,3670,2954,4881,4385,2202,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3386.24752475,0,1939,2110,2440,2661,2794,4507,3537,3162,2678,2968,3346,3255,1414,1910,2348,2201,2447,2864,3993,3649,2293,2187,2811,3630,1812,2028,1847,2604,3390,3486,3079,2680,2643,1827,2449,3087,1764,1945,1954,2774,3353,3860,3574,2652,2767,2149,3083,2391,2060,2080,3277,3604,4410,4626,2482,3489,3298,3265,4676,4166,2816,3959,3760,3479,5285,4566,4314,4536,4388,4125,6082,3587,4615,3868,4206,4773,6302,4413,4626,3668,3862,3580,5700,4563,4426,3896,3669,4457,6465,5325,5453,4671,3209,2961,4997,4928,1889,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finland,7992.03433476,7698,7216,10532,8890,7605,11835,11772,10403,6558,6127,10194,9484,11004,7906,11851,8068,9506,11772,12113,10669,7167,8085,8214,7907,9556,7567,8821,7447,7728,11215,12667,9939,6091,7310,7662,7041,9693,6425,8774,8150,8890,12516,15176,13617,9036,7402,7574,8098,8752,6130,8981,8123,11483,15039,18522,16313,10146,8556,7343,8035,6656,5631,8834,8768,11819,17015,18740,17400,10759,9277,6073,6948,6717,5287,8117,7333,8644,12725,13994,13399,7771,5975,6773,6530,6899,4873,7495,5763,9057,12372,13012,12987,8613,6704,7940,8170,7330,6089,7437,7154,9593,14537,14990,13438,8680,7006,7871,10485,10102,7889,10398,6478,7718,12029,13021,12174,8131,6577,6707,8857,7948,7261,9835,8045,8360,8400,8390,8057,7139,6428,7218,8111,7096,6099,9066,6161,6995,8260,8630,8927,5734,4465,4792,6580,5887,5205,6408,5150,7866,8275,8041,7956,5766,5920,4772,4947,5329,4138,5399,4628,5624,7446,7457,6589,5269,5665,5831,5809,6883,5960,7608,5739,5501,8392,7770,7675,6421,5020,4041,6045,8305,5723,8671,6691,8148,8092,7912,7220,4891,5100,5247,4434,4470,3901,5581,5879,7816,7197,7678,7501,7144,5564,4513,4325,4455,3532,5394,6210,6743,7167,7029,7391,7646,6296,4762,5065,4554,3440,5444,6667,7705,7907,7990,7842,6443,7472,6433,7051,6822,5361,6169,5831,6736,0,0,0,0,0,0,0,8173.78111588,8291,7182,8354,7337,5969,9994,12267,11801,8057,8234,9584,10455,9511,8042,10056,7004,8071,10242,11923,12975,7644,8487,8755,8842,8314,7992,8057,6572,7410,10281,12022,11841,7915,9095,7796,8341,8068,7282,7989,7177,7989,11444,15227,15341,11120,9083,8543,9051,8781,6947,9681,6787,9174,14820,20187,18834,12579,10115,8459,8480,6961,6698,8614,7975,9857,16295,20650,19525,13266,11719,6637,7452,6278,5673,8128,6934,6917,11766,14947,15769,9353,8072,7035,7234,6670,5424,7251,5878,7560,11445,13069,14923,10310,8909,8004,8371,7857,6435,6921,6982,7573,12665,15026,15461,10753,8561,10020,10849,10643,8105,9447,5875,6498,11308,14103,14645,9177,7854,8111,8699,9139,7748,9004,8263,6751,8624,9031,9256,8362,7905,8683,8120,5312,7012,7810,5738,5806,8446,8965,9097,6308,4726,5565,5817,7187,6033,5856,6236,6629,8224,8375,8489,6344,6076,4310,4711,6870,4666,5619,4252,5124,7511,7861,8064,6545,6324,5931,6292,7015,6560,7175,5624,4934,7759,8265,8646,6670,5263,4309,7393,8161,6921,7843,5829,6883,7636,7981,8513,5211,5618,5240,4422,5250,4408,5384,4950,6560,6454,7288,8362,7907,6989,4288,3880,5075,4007,4848,4473,4869,6696,7143,7753,8088,6637,4550,4416,5299,3855,5606,5029,5968,6963,7749,8195,7716,8061,6491,7266,6756,5866,5158,5067,5275,0,0,0,0,0,0,0
Sweden,14218.72103,17172,15911,21274,20543,20167,18777,18157,13916,11312,13917,15899,17247,14264,7559,11755,13646,13931,22485,23581,20969,13303,15395,17869,15445,17708,13921,17602,15818,18817,20116,19425,16675,11787,14433,12129,11255,12393,8977,11337,11498,13375,15457,15271,13957,10282,11098,9251,8523,9201,6914,8894,10117,13782,15265,15135,13388,9882,9637,8752,8143,8327,7080,9026,9117,10374,10532,10729,10568,9544,9929,10054,8706,8987,7204,10133,9826,10799,11021,11041,10591,9426,10692,10975,9117,9708,7864,10724,9838,11302,12464,13547,12658,13702,11318,11295,8977,9916,8550,14950,17328,17453,17984,15124,15101,13860,14959,16161,13821,14595,11109,16858,16040,19175,21105,21656,18198,15455,18581,19037,14633,14439,12997,19129,18525,20721,23245,24991,22199,18517,17570,17555,14692,14998,12321,17326,14851,18912,21007,20937,18432,9600,6416,6791,7959,6590,7100,10235,9783,10973,11006,10285,9623,9106,9560,9049,8501,7996,7192,8687,7853,10017,12733,12436,11312,10473,10756,9753,9702,7983,7528,11546,12998,14447,14265,13198,11319,10134,11338,13786,13013,12666,10013,14959,15948,18615,22536,22406,19059,17438,18655,14122,14343,13291,9210,14513,17029,19781,26044,25782,22576,17167,16307,13942,11954,13020,9235,13796,16878,22920,27033,27352,23423,20030,18363,14391,12567,13903,10948,16585,17721,27309,30070,32201,27342,21643,20764,16428,13591,14585,9681,13992,18076,10800,0,0,0,0,0,0,0,14388.0171674,16917,17416,20718,18704,16802,23699,24107,24447,17255,16806,17332,19762,12769,10570,15454,11359,12430,17079,17731,17596,14839,14204,12209,14040,11766,12961,12933,13590,11570,17898,18331,20364,14666,14124,11292,12454,11245,9631,10945,10068,11024,13308,16513,16242,12470,12007,8631,9435,8422,6767,10117,8964,12034,15644,15908,15324,12033,10388,8133,8347,7915,7482,9063,8521,9214,9945,11640,11655,11003,10918,9293,8959,8351,8359,10127,8536,9088,10467,11466,11394,11333,11297,10108,9316,9484,8386,10646,9391,9361,12757,13954,14157,14096,11423,10316,9805,9384,9022,16205,14668,15810,15711,16525,16801,16500,16523,14389,14352,13646,13064,17089,14235,16122,18838,20624,20392,17763,20512,16814,13828,15107,15263,18247,18738,17600,22992,26514,25307,20781,19679,16254,14651,15347,13785,16409,15147,15128,20899,22279,20952,11043,6699,6098,6606,7979,8092,10385,9609,9640,11387,11482,11080,10031,10234,8351,7851,8466,7765,8102,8631,7832,12243,14058,14320,11558,12043,9517,9097,8643,8281,11145,12943,12303,12988,15030,12962,11236,13131,12501,12086,12877,11659,15607,16046,16516,21094,23206,22256,19872,19972,12966,13682,13362,10922,14574,17181,16858,23098,27453,26742,21332,18823,12637,12301,12407,10728,14297,17199,20205,25578,27515,27489,23762,21349,12935,13553,13814,12864,16927,18588,23805,29915,31073,30121,24281,24598,14243,15247,12665,12245,13837,18460,9308,0,0,0,0,0,0,0
Bulgaria,1152.46753247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660,1479,1047,0,0,160,324,305,611,886,1173,1635,2372,1880,1336,1103,889,912,696,511,685,826,1220,1731,2282,1476,1130,758,552,877,490,370,665,622,1438,2790,2910,2220,1660,1030,910,2918,1019,596,836,918,1381,1847,2112,1851,1274,648,573,939,881,474,475,593,1285,1842,2201,2083,1055,882,531,1115,765,398,617,573,1369,2023,2006,1950,879,584,515,641,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333.26582278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,2070,1132,0,0,154,551,527,732,967,1203,1539,2334,2604,1760,1550,1338,1245,1005,631,698,962,1207,1461,1550,2496,1931,1098,748,824,650,490,785,1050,1480,2090,2820,3240,2700,1506,1398,3122,1271,761,1124,1392,1517,1462,2183,2789,2051,956,859,1119,932,705,981,799,1190,1617,2075,2432,2075,1192,829,1015,1029,562,754,469,1050,1734,2122,2800,1312,842,820,711,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,1704.11111111,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,145,354,302,0,104,108,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,1320,1660,1665,1752,1119,735,656,868,679,599,871,1174,1959,2143,2969,2704,1406,1387,1038,1211,1082,724,1270,1900,1799,3860,3858,3988,2681,2166,1607,1945,1983,1187,1846,1665,2037,1992,2398,2429,1904,1435,1289,1502,1552,1003,1358,1510,1843,2596,2620,3055,2144,1765,993,1334,1216,822,1216,1394,1877,2978,3991,3233,2608,2051,1578,1868,1368,981,1926,1734,1725,3115,2915,1774,1356,792,776,1194,950,622,913,1019,1588,1995,2196,1724,1369,842,990,1561,1026,677,1198,1236,1600,2141,2455,1619,1543,944,1106,1482,1013,803,1312,765,1471,3007,3070,2192,2513,1319,1421,2133,1334,955,1434,1636,2657,2922,3574,3392,2423,1476,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478,2651,2645,2943,1935,1603,2072,2142,1217,2321,2022,3201,2963,3249,2916,2894,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828.93421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,425,539,292,195,156,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,1098,1310,1894,2408,2242,1059,1028,1171,1015,618,927,1017,1740,2303,2646,3454,3015,1668,1515,1328,1359,832,1251,1854,1441,1751,2868,3552,2783,2731,2296,2256,2230,1360,1881,2314,1901,1569,2184,1642,1580,1872,1688,2163,1544,1131,2006,1621,1837,2521,2910,3525,2745,1630,1612,1741,1339,851,1386,1408,2005,3227,4278,4248,2959,1920,1939,2044,1444,1163,1958,1828,1497,2690,3158,2242,1682,991,1169,1294,1153,593,834,755,1568,1984,2599,2647,1636,1176,1221,1548,1471,751,1160,1176,1189,1998,2400,2580,1853,1189,1136,1040,1625,790,1098,758,1173,2333,3227,3435,2792,2058,1828,1647,2072,908,1122,1271,2067,2559,3207,4204,3278,2302,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,2850,3443,2352,2069,1738,2000,2183,1044,2254,2181,2143,3022,3368,3831,2232,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
